showid,name,type,rating,duration,description,hook_text,genre,release_year,release_date,mood_tag,actors,creator,director,audio,subtitles,tags,similar_titles_id,production_country
81747490,After Everything,Movie,A,1.55,"Heartbroken and suffering from writer's block, Hardin heads to Lisbon to make amends with his past so he can focus on building a future with Tessa.",Hero Fiennes Tiffin and Josephine Langford return for the closing chapter of the film franchise based on Anna Todd's novels.,Drama,2024,2024-2-1,Emotional;Romantic,Hero Fiennes Tiffin;Josephine Langford;Mimi Keene;Stephen Moyer;Louise Lombard;Arielle Kebbel;Carter Jenkins;Rob Estes;Frances Turner;Benjamin Mascolo;Chance Perdomo;Kiana Madeira,,Castille Landon,English - Audio Description;English [Original],English,Dramas;Romantic Movies;Movies Based on Books;US Movies,81397456;81172914;81397455;81388078;81484068;81740214;81716080;80143556;81697985;81043665;81268316;80013872,United States
81729517,Pete Davidson: Turbo Fonzarelli,Movie,A,0.9333,"From his childhood crush on Leonardo DiCaprio to the disturbing gift he got from a stalker, comedian Pete Davidson cuts loose in this stand-up special.","The actor and ""SNL"" alum riffs on turning 30, his mom's midlife crisis and more for an enthusiastic New Jersey audience.",Comedy,2024,2024-1-9,Absurd;Raunchy,Pete Davidson,,Jason Orley,English - Audio Description;English [Original],English,Stand-Up Comedy,81073637;81619082;81229595;80167499;81635847;81665820;81717103;81714181;81078615;81605926;81681458;81708429,
81704688,Kingdom 3: The Flame of Destiny,Movie,U/A 16+,2.15,"To defend their kingdom against a sudden invasion, a mighty general returns to the battlefield alongside a war orphan, now grown up, who dreams of glory.",,Action,2023,2024-1-9,Exciting,Kento Yamazaki;Ryo Yoshizawa;Kanna Hashimoto;Nana Seino;Shinnosuke Mitsushima;Amane Okayama;Takahiro Miura;Anne;Yuki Yamada;Masahiro Takashima;Jun Kaname;Masaya Kato;Mitsuomi Takahashi;Yusuke Hirayama;Ainosuke Kataoka;Koji Yamamoto;Masami Nagasawa;Hiroshi Tamaki;Koichi Sato;Takao Osawa,,Shinsuke Sato,Japanese [Original],English;Japanese,Japanese;Military Movies;Action & Adventure Movies,81153955;81631722;81313229;80180171;81067756;81436990;81721676;70293105;81212831;81446739;81313227;70309073,Japan
81736316,Level 1 Demon Lord and One Room Hero,TVSeries,U/A 16+,1 Season,"Ten years after his showdown with Max, the demon lord returns for a rematch. But now he's a chibi, and the hero's a deadbeat who needs his help!",,Anime,2023,2024-1-9,Raunchy;Goofy,Yuichi Nakamura;Naomi Ohzora;Yoko Hikasa;Yoshitsugu Matsuoka;Hiro Shimono;Ami Koshimizu,,,,,Sci-Fi & Fantasy Anime;Japanese;Anime Series;Seinen Anime;TV Shows Based on Manga,81746882;70309073;80193178;81564899;81598010;81474718;81194192;81450803;81726765;81681485;81733654;81672787,Japan
28369403,Galaxy Quest,Movie,U/A 13+,1.7,"Decades after the success of a sci-fi series, the show's washed-up stars are recruited by actual aliens to pull off an intergalactic rescue mission.","Tim Allen, Sigourney Weaver and Alan Rickman play actors turned intergalactic heroes in this cult hit.",Comedy,1999,2024-1-7,Campy;Absurd,Tim Allen;Sigourney Weaver;Alan Rickman;Tony Shalhoub;Sam Rockwell;Daryl Mitchell;Enrico Colantoni;Robin Sachs;Patrick Breen;Missi Pyle;Jed Rees;Justin Long;Rainn Wilson,,Dean Parisot,English - Audio Description;English [Original];Hindi,English;Hindi,Sci-Fi Movies;Satires;Comedy Movies;Action & Adventure Movies;US Movies,924712;70123542;81446739;81309354;80090726;60028097;80079256;80144309;70158329;60022933;80048940;70305928,United States
81736237,Air Mata di Ujung Sajadah,Movie,U/A 7+,1.7333,"For years, Aqilla thought her son died at birth — until a shocking revelation leads her on a trip to meet the couple raising her child.",,Drama,2023,2024-1-7,Sentimental;Heartfelt;Emotional,Titi Kamal;Fedi Nuril;Citra Kirana;Krisjiana Baharudin;Faqih Alaydrus;Jenny Rachman;Tutie Kirana;Mbok Tun,,Key Mangunsong,Indonesian [Original],English;Indonesian,Indonesian;Dramas,81440944;81285891;81697985;81268316;81327369;81476989;81678775;81260640;81740214;81682028;81683734;81586657,Indonesia
81746882,The Unwanted Undead Adventurer,TVSeries,U/A 16+,1 Season,"After a powerful dragon devours him, an average adventurer transforms into a living skeleton and sets out on a mystical journey to regain human form.",,Anime,2024,2024-1-5,Exciting,Ryota Suzuki;Mikako Komatsu;Ikumi Hasegawa;Sayumi Suzushiro,,,,,Sci-Fi & Fantasy Anime;Japanese;Anime based on Light Novels;Anime Series,81686706;81474718;81736316;81564899;80193178;70309073;81597507;81681485;81672787;80132110;81686608;81028712,Japan
81462549,Good Grief,Movie,A,1.6667,"An artist grieving the loss of his famous writer husband takes his two best friends on a trip to Paris, where they unpack messy secrets and hard truths.","A love letter to loss, friendship and romance starring Daniel Levy (""Schitt's Creek""), who directed, wrote and produced.",Comedy,2024,2024-1-5,Witty;Bittersweet;Heartfelt,Daniel Levy;Ruth Negga;Luke Evans;Himesh Patel;Celia Imrie;David Bradley;Arnaud Valois;Emma Corrin;Kaitlyn Dever,,Daniel Levy,English - Audio Description;English [Original];Hindi,English,Romantic Comedies;LGBTQ Movies;Dramas;Comedy Movies;Romantic Movies;US Movies,81268316;81588093;80036165;81645391;80169498;81740214;81586657;81682028;81446739;81716080;81688853;80184100,United States
81754783,Conjuring Kannappan (Telugu),Movie,U/A 16+,2.3333,"After clumsily plucking feathers off a spooky dreamcatcher, a family finds itself in a nightmarish realm where injuries and death manifest in reality.",,Horror,2023,2024-1-4,Scary;Goofy,Sathish;Regina Cassandra;Nassar;Anandraj;Saranya Ponvannan;Elli Avram;VTV Ganesh;Redin Kingsley,,Selvin Raj Xavier,Telugu,English,Comedy Movies;Horror Movies,81704206;81754785;81678103;81754784;81632775;81632774;81588444;81688853;81177374;81052275;81252029;81382265,India
81754785,Conjuring Kannappan (Kannada),Movie,U/A 16+,2.3333,"After clumsily plucking feathers off a spooky dreamcatcher, a family finds itself in a nightmarish realm where injuries and death manifest in reality.",,Horror,2023,2024-1-4,Scary;Goofy,Sathish;Regina Cassandra;Nassar;Anandraj;Saranya Ponvannan;Elli Avram;VTV Ganesh;Redin Kingsley,,Selvin Raj Xavier,Kannada,English,Comedy Movies;Horror Movies,81704206;81754783;81754784;81699652;81688853;81241510;81496130;81446739;81632777;81678103;81632774;81029150,India
81564899,Delicious in Dungeon,TVSeries,A,1 Season,"Dungeons, dragons… and delicious monster stew!? Adventurers foray into a cursed buried kingdom to save their friend, cooking up a storm along the way.",,Anime,2024,2024-1-4,Offbeat;Exciting,Kentaro Kumagai;Sayaka Sembongi;Asuna Tomari;Hiroshi Naka;Saori Hayami;Akira Miki;Shinji Kawada;Wataru Kato;Rie Takahashi;Miyu Tomita;Tooru Nara;Yuya Hirose;Kei Kawamura,,,,,Sci-Fi & Fantasy Anime;Japanese;Anime Series;Seinen Anime;TV Shows Based on Manga,81672787;81499847;81261669;81746882;81474718;80193178;81261227;81733654;81215624;81448990;81450803;81281344,Japan
81754784,Conjuring Kannappan (Malayalam),Movie,U/A 16+,2.3333,"After clumsily plucking feathers off a spooky dreamcatcher, a family finds itself in a nightmarish realm where injuries and death manifest in reality.",,Horror,2023,2024-1-4,Scary;Goofy,Sathish;Regina Cassandra;Nassar;Anandraj;Saranya Ponvannan;Elli Avram;VTV Ganesh;Redin Kingsley,,Selvin Raj Xavier,Malayalam,English,Comedy Movies;Horror Movies,81704206;81754783;81754785;81688853;81632774;81446739;81644284;81623887;81241510;81716080;81678103;81699651,India
81735368,Man On The Run,Movie,U/A 13+,1.6333,"In this true story of the 1MDB scandal, a high-flying businessman uses embezzled funds to cultivate connections with movie stars and politicians.",,Documentary,2023,2024-1-4,Scandalous;Investigative,,,Cassius Michael Kim,English [Original],English,Documentaries;Malaysian;Crime Movies;Political Documentaries;True Crime Documentaries,81380539;81564452;81507283;80224905;81449757;81349029;81714296;81155081;81130576;81681112;81133260;81307163,Malaysia
81017092,Along with the Gods: The Last 49 Days,Movie,U/A 16+,2.35,"While defending an unlikely soul, the afterlife Guardians investigate an elderly man who’s outstayed his time on Earth, and delve into their own past.","This mega blockbuster features Do Gyeong-su, aka D.O. from K-pop supergroup EXO, and Ju Ji-hun (“Kingdom”).",Fantasy,2018,2024-1-4,Cerebral;Exciting,Ha Jung-woo;Ju Ji-hoon;Kim Hyang-gi;Don Lee;Kim Dong-wook;Cho Han-cheul;Lim Won-hee;Nam Il-woo;Jeong Ji-hoon;Doh Kyung-soo;Lee Jun-hyuk;Jang Kwang;Cheong Hae-kyun;Kim Myung-gon;Ye Soo-jung,,Kim Yong-hwa,Korean [Original],English;Korean,Korean;Dramas;Action & Adventure Movies,80214451;80226424;81721676;80226233;81336431;70305928;81268316;81446739;81618079;81389634;924712;81516447,South Korea
81704206,Conjuring Kannappan,Movie,U/A 16+,2.3167,"After clumsily plucking feathers off a spooky dreamcatcher, a family finds itself in a nightmarish realm where injuries and death manifest in reality.",,Horror,2023,2024-1-4,Scary;Goofy,Sathish;Regina Cassandra;Nassar;Anandraj;Saranya Ponvannan;Elli Avram;VTV Ganesh;Redin Kingsley,,Selvin Raj Xavier,Tamil [Original],English;Hindi,Comedy Movies;Horror Movies;Tamil-Language Movies,81754783;81754785;81754784;81632774;81644284;81688853;81678103;81588444;81642992;81382265;81699650;81241510,India
81268316,Society of the Snow,Movie,A,2.4167,"Following a plane crash in the remote heart of the Andes, survivors join forces and become each other's best hope as they navigate their way back home.",,Drama,2024,2024-1-4,Inspiring;Dark,Enzo Vogrincic;Agustín Pardella;Matías Recalt;Esteban Bigliardi;Diego Vegezzi;Fernando Contigiani García;Esteban Kukuriczka;Francisco Romero;Rafael Federman;Valentino Alonso,,J.A. Bayona,English - Audio Description;English;Spanish (Latin America) - Audio Description;Spanish (Latin America) [Original];Hindi;Tamil;Telugu,English;English;Spanish (Latin America),Spanish;Dramas;Movies Based on Books;Movies Based on Real Life,81115160;80046309;81435414;81588093;81586657;81740214;81516447;81564732;70305928;81682028;81198910;81688853,Spain
81389634,The Brothers Sun,TVSeries,U/A 16+,1 Season,"When a mysterious enemy targets his family, a Taipei triad member heads to Los Angeles to protect his strong-willed mother and oblivious younger brother.",,Action,2024,2024-1-4,Absurd;Bittersweet;Exciting,Michelle Yeoh;Justin Chien;Sam Song Li;Joon Lee;Highdee Kuan,Byron Wu;Brad Falchuk,,,,TV Dramas;TV Comedies;TV Action & Adventure;Crime TV Shows;US TV Shows,81243969;81446739;81436990;81727155;81721676;81586657;81618079;81268316;81144203;81486233;81588093;80221677,United States
80214451,Along with the Gods: The Two Worlds,Movie,U/A 16+,2.3167,"A firefighter dies and arrives in the afterlife, where Guardians take him through the seven trials and a perilous journey through different hells.","Featuring Do Gyeong-su, aka D.O. from K-pop sensation EXO. Based on Joo Ho-min’s celebrated webtoon series.",Fantasy,2017,2024-1-4,Inspiring;Exciting,Ha Jung-woo;Cha Tae-hyun;Ju Ji-hoon;Kim Hyang-gi;Kim Dong-wook;Oh Dal-soo;Lim Won-hee;Doh Kyung-soo;Lee Jun-hyuk;Ye Soo-jung;Jang Kwang;Cheong Hae-kyun;Kim Su-an;Nam Il-woo;Jeong Ji-hoon;Don Lee,,Kim Yong-hwa,Korean [Original],English;Korean,Korean;Dramas;Action & Adventure Movies,81017092;81721676;70305928;80226424;81268316;81336431;81516447;81446739;81002746;924712;81697985;70019508,South Korea
70115629,Despicable Me,Movie,U/A 7+,1.5667,A villainous mastermind's plan to steal the moon from the sky veers off course when a trio of orphans looking for a dad capture his heart instead.,"Steve Carell, Jason Segel, Russell Brand and Kristen Wiig lend their voices to this crowd-pleasing animated comedy.",Kids,2010,2024-1-31,Goofy,Steve Carell;Jason Segel;Russell Brand;Julie Andrews;Will Arnett;Kristen Wiig;Miranda Cosgrove;Dana Gaier;Elsie Fisher;Pierre Coffin;Chris Renaud;Jemaine Clement;Jack McBrayer;Danny McBride,,Pierre Coffin;Chris Renaud,English - Audio Description;English [Original];Hindi,English;Hindi,Family Features;Children & Family Movies;Comedy Movies;US Movies,81198916;70264803;81589564;80033394;80048061;70220028;70021636;81513703;80095314;80233925;80146758;70021648,United States
70243457,Battle of the Year,Movie,U/A 13+,1.8167,A celebrated American breakdancing team travels to France to try to win the world championship competition in this exhilarating drama.,,Drama,2013,2024-1-31,Inspiring,Josh Holloway;Laz Alonso;Josh Peck;Caity Lotz;Chris Brown;Ivan 'Flipz' Velez;Jon 'Do Knock' Cruz;Anis Cheurfa,,Benson Lee,English - Audio Description;English [Original];Hindi,English;English;Hindi,Sports Movies;Dramas;Sports Dramas;US Movies,81252928;81248118;81318514;81002685;70197438;80187107;80242342;81205993;80216302;81449034;81516447;80994878,United States
80166314,Despicable Me 3,Movie,U/A 7+,1.4833,"After failing to arrest an '80s child star turned supervillain, Gru loses his job but gains a family member when he learns he's got a long-lost twin.",,Kids,2017,2024-1-31,,Steve Carell;Kristen Wiig;Trey Parker;Miranda Cosgrove;Steve Coogan;Dana Gaier;Andy Nyman;Pierre Coffin;Julie Andrews;Jenny Slate,,Pierre Coffin;Kyle Balda,English - Audio Description;English [Original];Hindi,English;Hindi,Family Features;Children & Family Movies;Comedy Movies;US Movies,81198916;70264803;80033394;70021648;81589564;80233925;80095314;70021636;70220028;80048061;80117526;80996790,United States
60031216,Welcome to the Jungle,Movie,U/A 16+,1.7333,"Looking to retire and open a restaurant, a bounty hunter gets roped into one final assignment: fetching his boss's errant son from the Amazon jungle.","Dwayne ""the Rock"" Johnson squares off with perennial villain Christopher Walken in this action hit.",Action,2003,2024-1-31,Adrenaline Rush;Exciting,Dwayne Johnson;Seann William Scott;Rosario Dawson;Christopher Walken;Ewen Bremner;Jon Gries;William Lucking;Ernie Reyes Jr.;Stuart F. Wilson;Dennis Keiffer,,Peter Berg,English [Original];Hindi,English;English;Hindi,Comedy Movies;Action & Adventure Movies;US Movies,60004471;80094318;70140907;81161626;80067830;80232655;70097577;80233783;80150243;60020747;80158583;609910,United States
215309,Ace Ventura: Pet Detective,Movie,A,1.4167,"Barely competent pet private eye Ace Ventura is put on the case when kidnappers with an ax to grind abduct Snowflake, the Miami Dolphins' mascot.",Jim Carrey based his character's movements on birds and his voice and mannerisms on his stand-up material.,Comedy,1994,2024-1-31,Raunchy;Goofy,Jim Carrey;Courteney Cox;Sean Young;Tone Loc;Dan Marino;Noble Willingham;Troy Evans;Raynor Scheine;Udo Kier;Frank Adonis;Tiny Ron,,Tom Shadyac,English [Original];Hindi,English;Hindi,Comedy Movies;Mystery Movies;US Movies,70021643;215318;70087541;60004471;60022980;70060002;80079256;70184054;70228042;70125231;60000724;70109689,United States
70264803,Despicable Me 2,Movie,U/A 7+,1.6167,"More gadgets, more Minions, more mayhem! As Gru turns his back on his baddie ways to care for his girls, a secret agency recruits him to fight evil.","Steve Carell, Kristen Wiig, Miranda Cosgrove and more lend voices to this Oscar-nominated comedy sequel.",Kids,2013,2024-1-31,,Steve Carell;Kristen Wiig;Benjamin Bratt;Miranda Cosgrove;Russell Brand;Ken Jeong;Steve Coogan;Elsie Fisher;Dana Gaier;Moisés Arias;Nasim Pedrad;Kristen Schaal,,Pierre Coffin;Chris Renaud,English - Audio Description;English [Original];Hindi,English;Hindi,Family Features;Children & Family Movies;Comedy Movies;US Movies,81198916;70115629;81589564;80166314;80048061;80233925;80095314;70220028;80117526;80146758;70021636;81513703,United States
70197438,Never Back Down 2: The Beatdown,Movie,A,1.7167,A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.,,Action,2011,2024-1-31,Adrenaline Rush;Exciting,Michael Jai White;Dean Geyer;Alex Meraz;Todd Duffee;Scottie Epstein;Jillian Murray;Evan Peters;Stacey Asaro;Gralen Bryant Banks;Rus Blackwell,,Michael Jai White,English [Original],English;Hindi,Sports Movies;Dramas;Sports Dramas;Martial Arts Movies;Action & Adventure Movies;US Movies,81265968;80191372;81086887;80200961;81570254;70017716;81043365;81721676;81436990;81267307;81486233;81446739,United States
80033394,Minions,Movie,U/A 7+,1.5,"Travel back in time with Kevin, Stuart and Bob in this prequel that follows the Minions as they try to win the favor of supervillain Scarlet Overkill.",,Kids,2015,2024-1-31,Feel-Good;Goofy;Exciting,Sandra Bullock;Jon Hamm;Michael Keaton;Allison Janney;Steve Coogan;Jennifer Saunders;Geoffrey Rush;Pierre Coffin,,Kyle Balda;Pierre Coffin,English - Audio Description;English [Original];Hindi,English;English;Hindi,Family Features;Children & Family Movies;Comedy Movies;US Movies,81589564;81198916;81589565;80048061;70115629;80095314;81489833;80146758;81218917;70021636;80117526;70143241,United States
215318,Ace Ventura: When Nature Calls,Movie,U/A 16+,1.55,"In self-imposed exile after a tragic raccoon-related accident, Ace returns to pet detecting to search for a missing animal and to help prevent a war.","A rubber-faced, cockatiel-coiffured Jim Carrey returns in this sequel to the blockbuster “Ace Ventura: Pet Detective.”",Comedy,1995,2024-1-31,Absurd;Goofy,Jim Carrey;Ian McNeice;Simon Callow;Maynard Eziashi;Bob Gunton;Sophie Okonedo;Tommy Davidson;Adewale Akinnuoye-Agbaje;Danny Daniels;Sam Phillips,,Steve Oedekerk,English [Original];Hindi,English;Hindi,Comedy Movies;Action & Adventure Movies;US Movies,70021643;215309;70228042;70060002;70184054;70087541;80067830;60004471;60031248;80094318;70097577;81222715,United States
70021640,The Adventures of Sharkboy and Lavagirl,Movie,U/A 7+,1.5333,A 10-year-old dreamer's imaginary friends -- mighty Sharkboy and fire-producing Lavagirl -- come to life to seek his help battling a nefarious baddie.,"Before he was a werewolf, Twilight's Taylor Lautner played superhero Sharkboy in this fantasy tale.",Kids,2005,2024-1-31,,Taylor Lautner;Taylor Dooley;Cayden Boyd;George Lopez;David Arquette;Kristin Davis;Jacob Davich;Sasha Pieterse;Rico Torres,,Robert Rodriguez,English [Original];Hindi,English;English;Hindi,Family Features;Children & Family Movies;US Movies,80994666;81489833;60020916;81180203;81588091;60023618;70044595;81383247;70021648;80033394;81218917;28631029,United States
60004471,Evolution,Movie,U/A 13+,1.6833,"After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved.","David Duchovny, Julianne Moore, Orlando Jones and Seann William Scott star in this out-of-this-world comedy.",Comedy,2001,2024-1-31,Quirky;Goofy,David Duchovny;Julianne Moore;Orlando Jones;Seann William Scott;Ted Levine;Ethan Suplee;Michael Bower;Pat Kilbane;Ty Burrell;Dan Aykroyd,,Ivan Reitman,English [Original];Hindi,English;English;Hindi,Sci-Fi Movies;Comedy Movies;US Movies,81573297;81277430;60031248;60031216;81198938;70228042;70138789;215309;80206300;80079256;81252357;70021643,United States
81740061,Anone,TVSeries,U/A 16+,1 Season,A solitary young woman and a lonely widow make a tentative connection as a pile of fake money brings trouble to their lives and newcomers to their town.,,Drama,2018,2024-1-30,Understated;Bittersweet,Suzu Hirose;Satomi Kobayashi;Sadao Abe;Eita Nagayama;Shohei Hino;Yuko Tanaka,,,,,TV Dramas;Japanese,81739766;81697985;81742210;81622917;81717172;81268316;81137509;81618079;81721422;81683734;81726701;81714000,Japan
81753409,Hi Nanna (Kannada),Movie,U/A 7+,2.5833,A 6-year-old with cystic fibrosis recruits the help of an enigmatic new friend to convince her single dad to tell her about her mother.,,Romance,2023,2024-1-3,Swoonworthy;Intimate;Emotional,Nani;Mrunal Thakur;Kiara Khanna;Jayaram;Nassar;Angad Bedi;Shilpa Tulaskar;Priyadarshi Pulikonda,,Shouryuv,Kannada,English,Dramas;Romantic Movies;Telugu-Language Movies,81682028;81740214;81753407;81688853;81718502;81678103;81725616;81268316;81586657;81716080;81729007;81582588,India
81616771,Prime,Movie,U/A 16+,1.55,"Tormented by the death of his racist father, Marius struggles with increased tension in his relationship with Thembi. Is something sinister at play?",,Thriller,2024,2024-1-3,Ominous;Psychological,Richard Gau;Nomsa Twala;Jasmine Hazi;Michael Lawrence Potter;Sharon Spiegel Wagner;Llewellyn Cordier;Gérard Rudolf,,Thabiso Christopher,English [Original],English,South African;Dramas;Thriller Movies;African Movies,81268316;81586657;81588093;81740214;70305928;81682028;81389634;81674658;81688853;81516447;80192098;81618079,South Africa
81714296,Horizon,Movie,U,0.8333,"From the turtles of the Farasan Islands to the ibex that dot the Asir Mountains, this documentary captures Saudi Arabia's diverse wildlife and scenery.",,Documentary,2024,2024-1-3,Relaxing,,,,English [Original],English,Documentaries;Saudi;Nature & Ecology Documentaries;Middle Eastern Movies;Science & Nature Docs,80049832;80213846;81319177;81036559;81243961;81276049;81170676;81447086;80218938;81312835;81341781;81353947,Saudi Arabia
81753408,Hi Nanna (Malayalam),Movie,U/A 7+,2.5833,A 6-year-old with cystic fibrosis recruits the help of an enigmatic new friend to convince her single dad to tell her about her mother.,,Romance,2023,2024-1-3,Swoonworthy;Intimate;Emotional,Nani;Mrunal Thakur;Kiara Khanna;Jayaram;Nassar;Angad Bedi;Shilpa Tulaskar;Priyadarshi Pulikonda,,Shouryuv,Malayalam,English,Dramas;Romantic Movies;Telugu-Language Movies,81753407;81740214;81682028;81742905;81643044;81688853;81725616;81623887;81678103;81586657;81730353;81241510,India
60028097,Good Burger,Movie,U/A 7+,1.5833,Two teens working at a neighborhood fast-food joint try to save the restaurant when a giant burger franchise fires up the competition.,,Comedy,1997,2024-1-3,Absurd;Goofy,Kenan Thompson;Kel Mitchell;Abe Vigoda;Dan Schneider;Shar Jackson;Jan Schweiterman;Linda Cardellini;Sinbad;Ron Lester;Josh Server;Ginny Schreiber,,Brian Robbins,English - Audio Description;English [Original],English;Hindi,Comedy Movies;Teen Movies;US Movies,80105067;70097577;81221835;70060002;70033005;70301529;80031800;28369403;81024153;81011712;60022933;80079256,United States
81753407,Hi Nanna (Tamil),Movie,U/A 7+,2.5833,A 6-year-old with cystic fibrosis recruits the help of an enigmatic new friend to convince her single dad to tell her about her mother.,,Romance,2023,2024-1-3,Swoonworthy;Intimate;Emotional,Nani;Mrunal Thakur;Kiara Khanna;Jayaram;Nassar;Angad Bedi;Shilpa Tulaskar;Priyadarshi Pulikonda,,Shouryuv,Tamil,English,Dramas;Romantic Movies;Telugu-Language Movies,81740214;81682028;81753408;81623886;81678103;81644284;81600221;81688853;81382265;81725616;81626533;81258622,India
81682028,Hi Nanna,Movie,U/A 7+,2.6,A 6-year-old with cystic fibrosis recruits the help of an enigmatic new friend to convince her single dad to tell her about her mother.,,Romance,2023,2024-1-3,Swoonworthy;Intimate;Emotional,Nani;Mrunal Thakur;Kiara Khanna;Jayaram;Nassar;Angad Bedi;Shilpa Tulaskar;Priyadarshi Pulikonda,,Shouryuv,Telugu [Original],English,Dramas;Romantic Movies;Telugu-Language Movies,81740214;81753407;81753408;81678103;81688853;81730353;81382265;81725616;81722145;81252029;81586657;81486768,India
81732583,The Deep State,TVSeries,U/A 16+,1 Season,"In the wake of a pilot’s death, a scandal engulfs a high-ranking government official — but two intelligence officers set out to prove his innocence.",,Thriller,2023,2024-1-3,Suspenseful,Bashar al-Shatti;Khaled Al Muthafar;Faisal Al-Ameeri;Rawan Bin Hussein;Fahad Al Abdulmohsen;Yacoub Abdullah;Khaled Al-Buraiki;Zainab Bahman,,Said El Marouk,,,Political TV Shows;TV Dramas;Kuwaiti;Middle Eastern TV Shows;TV Mysteries;Crime TV Shows;TV Thrillers;Social Issue TV Dramas,81613815;81123055;81727155;81268316;81614037;81588093;81586657;81389634;81740214;81674658;81241510;81724610,Kuwait
81647072,C-Section,Movie,U/A 13+,1.6167,Two couples from different socioeconomic backgrounds have their fates intertwined in the delivery wing of a maternity hospital.,,Drama,2022,2024-1-3,Heartfelt,Ammar Shalak;Gabriel Yammine;Pamela Al Kik;Chadi Haddad;Rola Beksmati;Rami Atallah,,David Oryan,Arabic [Original],Arabic;English,Lebanese;Middle Eastern Movies;Dramas;Comedy Movies,81641264;81716255;81697985;81740214;81268316;81682028;81489184;81716242;81613815;81688853;81446739;81586657,Lebanon
81740214,Hi Papa (Hindi),Movie,U/A 7+,2.6,A 6-year-old with cystic fibrosis recruits the help of an enigmatic new friend to convince her single dad to tell her about her mother.,,Romance,2023,2024-1-3,Swoonworthy;Intimate;Emotional,Nani;Mrunal Thakur;Kiara Khanna;Jayaram;Nassar;Angad Bedi;Shilpa Tulaskar;Priyadarshi Pulikonda,,Shouryuv,Hindi,English,Dramas;Romantic Movies;Telugu-Language Movies,81682028;81753407;81688853;81753408;81725616;81730353;81683129;81076752;81678103;81722145;81382265;81719491,India
81720500,The Greatest Night in Pop,Movie,U/A 13+,1.6167,"On a January night in 1985, music's biggest stars gathered to record ""We Are the World."" This documentary goes behind the scenes of the historic event.",,Documentary,2024,2024-1-29,Nostalgic;Inspiring,,,Bao Nguyen,English - Audio Description;English [Original],English,Music;Documentaries;US Movies,81137188;81050786;81254437;81399204;80191047;80224905;81013626;80127559;81079586;81211003;81238721;81380539,United States
81026705,High Society,Movie,A,2.2833,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite.",,Drama,2018,2024-1-29,Steamy,Park Hae-il;Su Ae;Yoon Je-moon;Ra Mi-ran;Lee Jin-uk;Kim Gyu-sun;Han Ju-yeong;Kim Hai-gon;Nam Mun-cheol;Jang So-yeon,,Byun Hyuk,Korean - Audio Description;Korean [Original],English;Korean,Korean;Dramas,81312809;81002451;81002951;81033516;80239462;81411422;80037286;81261676;81062369;81039410;952082;81446391,South Korea
81322703,Mighty Bheem's Playtime,TVSeries,U,1 Season,"Bheem, a fun-loving toddler with incredible strength, is heading to school. Join his classroom adventures as he makes new friends and plenty of mischief!","A cheery series about growing up from the world of the globally popular preschool hit ""Mighty Little Bheem.""",Kids,2024,2024-1-29,,,Rajiv Chilaka,,,,Kids' TV;TV Cartoons,81193947;80211492;81312752;80025494;80178943;81154166;81294811;81003682;70286901;81689583;81011059;80026226,
81697985,Doctor Slump,TVSeries,U/A 13+,1 Season,"Once rivals in school, two brilliant doctors reunite by chance — each facing life's worst slump and unexpectedly finding solace in each other.",,Romance,2024,2024-1-27,Swoonworthy;Heartfelt;Romantic,Park Hyung-sik;Park Shin-hye;Yoon Bak;Kong Seong-ha,Paek Sun-woo;Oh Hyeon-jong,,,,Medical TV Shows;Romantic TV Dramas;TV Dramas;Korean;TV Comedies;Romantic TV Comedies,81697983;81716080;80998959;81239224;81742988;81682438;81509440;81683734;81473182;80998941;81701142;80029520,South Korea
81721676,Badland Hunters,Movie,A,1.8,"After a deadly earthquake turns Seoul into a lawless badland, a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor.",,Action,2024,2024-1-26,Violent,Don Lee;Lee Hee-jun;Lee Jun-young;Roh Jeong-eui;An Ji-hye;Park Ji-hun;Jang Young-nam;Park Hyo-joon;Seong Byeong-suk;Jeong Young-ju,,Heo Myeong-haeng,English;Hindi;Korean - Audio Description;Korean [Original];Tamil;Telugu,English;English;Korean,Korean;Action & Adventure Movies,81436990;773843;70019508;81446739;81727155;81486233;81478985;80221677;81336431;81478004;70309073;81098497,South Korea
81727396,Sit Down with Stand Up Udom Taephanich,Movie,U/A 13+,2.0667,Thailand’s renowned stand-up comedian Udom Taephanich shares his unique stories and perspectives in this groundbreaking interview with Yuthana Boonorm.,,Comedy,2024,2024-1-26,Witty,Udom Taephanich;Yuthana Boonorm,,Oraphan Arjsamat,Thai - Audio Description;Thai [Original],English;Thai,Talk Shows;Thai;Comedy Movies;Lifestyle,81343825;81697985;81446739;80090726;81716080;80167499;81697983;81381745;81564899;81688728;81045453;81241510,Thailand
