showid,name,type,rating,duration,description,hook_text,genre,release_year,release_date,mood_tag,actors,creator,director,audio,subtitles,tags,similar_titles_id,production_country
80991872,1994,TVSeries,U/A 16+,1 Season,"Archival video and new interviews examine Mexican politics in 1994, a year marked by the rise of the EZLN and the assassination of Luis Donaldo Colosio.","Directed by political writer Diego Enrique Osorno, featuring interviews with ex-President Carlos Salinas and Subcomandante Galeano (formerly Marcos).",Documentary,2019,2019-5-17,Provocative;Investigative,,,Diego Enrique Osorno,,,Political TV Shows;Mexican;Political Documentaries;Biographical Documentaries;Crime TV Shows;Docuseries;True Crime Documentaries,81045551;81123826;81511776;81273461;81002192;80177803;81404182;81134165;81013210;80184569;80988257;81047904,Mexico
80998967,Good Sam,Movie,U/A 7+,1.5,A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.,"This feel-good feature is based on Dete Meserve's romantic mystery novel and stars Tiya Sircar (""The Good Place"").",Drama,2019,2019-5-16,Inspiring;Feel-Good,Tiya Sircar;Chad Connell;Marco Grazzini;Jesse Camacho;Mark Camacho;Elana Dunkelman;Kelly Hope Taylor;Kenny Wong;Daniela Sandiford;Christina Tannous,,Kate Melville,English - Audio Description;English [Original];Hindi,English,Family Features;Children & Family Movies;Dramas;Movies Based on Books;US Movies,80237870;80222177;80231468;81498233;81242205;81298682;80171659;80164864;81054619;80995799;81283585;81107362,United States
81077863,Born in Gaza,Movie,U/A 16+,1.15,"Filmed shortly after the 2014 Gaza war, this documentary examines how violence has transformed the lives of 10 Palestinian children.",,Documentary,2014,2019-5-16,Emotional,,,Hernán Zin,Arabic [Original],Arabic;English,Spanish;Documentaries;Social & Cultural Docs,81077851;81474104;81521475;80213846;81487924;81223488;81444184;81312835;80118101;81386989;81179064;81073590,Spain
81077851,Born in Syria,Movie,U/A 13+,1.4333,This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.,,Documentary,2016,2019-5-16,Emotional,,,Hernán Zin,Arabic (Syria),Arabic;English,Spanish;Documentaries,81077863;81521475;81073590;80241150;80118101;80101827;81077862;81487924;70272708;81562326;81474104;81089353,Spain
81123050,Hamid,Movie,U/A 13+,1.8,"Wanting his missing father to come home, a Kashmiri boy repeatedly attempts to call God for help -- until one day, a hardened army officer picks up.",Rasika Dugal (“Delhi Crime”) costars in this heartfelt drama.,Drama,2018,2019-5-14,Psychological;Understated;Bittersweet,Talha Arshad Reshi;Rasika Dugal;Vikas Kumar;Sumit Kaul;Bashir Lone;Gurveer Singh;Ashraf Nagoo;Mir Sarvar,,Aijaz Khan,Hindi [Original],English,Hindi-Language Movies;Movies based on a Play;Bollywood Movies;Dramas;Independent Movies,80038288;80115686;70303432;70144331;80165849;80059331;81278142;70139542;70123126;81725616;70019491;81730353,India
81087124,I Hear You,TVSeries,U/A 13+,1 Season,"Love blooms between a bubbly, aspiring voice actress and a cool, enigmatic violin-maker after they cross paths on a reality TV show.",,Romance,2019,2019-5-14,Charming;Intimate;Romantic,Riley Wang;Zhao Lusi;Zhang Jiongmin;Gratitude Dai;Yuan Hao,,,,,Romantic TV Dramas;TV Dramas;TV Shows Based on Books;TV Comedies;Romantic TV Comedies;Chinese TV Shows,81705641;81712983;81200229;81566868;81185502;81092192;81197399;81605075;81393475;80141156;80239640;80993627,China
80992787,revisions,TVSeries,U/A 16+,1 Season,"When Shibuya time-warps to 2388, high schooler Daisuke and his friends are conscripted by AHRV agent Milo to fight the hostile cyborg race, revisions.",,Anime,2018,2019-5-14,Exciting,Koki Uchiyama;Mikako Komatsu;Nobunaga Shimazaki;Rie Takahashi;Manaka Iwami;Soma Saito,,,,,Sci-Fi & Fantasy Anime;Action Anime;Japanese;Anime Series,80103318;80221272;80175350;81340914;81002003;80161848;80997339;81261630;81050064;80224581;80174918;81345945,Japan
80223928,Malibu Rescue,Movie,U/A 7+,1.15,"When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program.",,Kids,2019,2019-5-13,Goofy;Exciting,Ricardo Hurtado;Breanna Yde;Jackie R. Jacobson;Abby Donnelly;Alkoya Brunson;JT Neal;Ian Ziering;Bryana Salaz;Camaron Engels;Jeremy Howard;Jeff Meacham,,Savage Steve Holland,English - Audio Description;English [Original];Hindi,English,Family Features;Children & Family Movies;Comedy Movies;US Movies,80244783;81174879;80105067;81289456;81414099;81023618;81233669;81011712;80994878;81588091;80241136;81005407,United States
81098013,The Defected,TVSeries,A,1 Season,"After surviving a near-fatal injury on the job, a cop sets out to investigate a conspiracy involving the top brass of the police department.","Starring Kara Hui Ying-hung (""Infernal Affairs 2""), who won multiple Golden Horse and Hong Kong Film Awards.",Drama,2019,2019-5-11,Violent;Suspenseful,Kara Wai;Philip Keung;Benjamin Yuen;Sisley Choi;Hui Shiu Hung;Ben Wong;Joman Chiang,,,,,TV Dramas;Hong Kong;Crime TV Shows;Chinese TV Shows,81552053;81227121;81473628;81144516;81050394;81473627;81552055;81477952;81461539;70001550;70209633;81618079,China
80216756,Jailbirds,TVSeries,A,1 Season,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life -- and love -- on the inside.",,Reality TV,2019,2019-5-10,Gritty,,,,,,Reality TV;Docuseries;US TV Shows,81250179;80185178;80190843;80116922;81350804;81169145;80178726;80202283;81013210;81074065;81338328;80177803,United States
81012340,Shéhérazade,Movie,A,1.85,"Fresh out of juvenile detention in Marseille, 17-year-old Zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp.","Won three César Awards: Best First Film (Jean-Bernard Marlin), Best New Actor (Dylan Robert), Best New Actress (Kenza Fortas).",Drama,2019,2019-5-10,Dark,Dylan Robert;Kenza Fortas;Idir Azougli;Lisa Amedjout;Sofia Bent;Nabila Bounad;Kader Benchoudar;Nabila Ait Amer,,Jean-Bernard Marlin,French - Audio Description;French [Original],English;French;Hindi,French;Dramas,80115031;81312798;81312828;81248121;81034012;81576814;81640003;80194671;81191429;81093101;81004099;80144454,France
80216541,In Family I Trust,Movie,A,1.6167,"After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel.","This family-oriented romantic comedy stars Clara Lago (""Orbiter 9,"" ""Spanish Affair"") and Carmen Maura (""Volver"").",Comedy,2018,2019-5-10,Feel-Good;Emotional,Clara Lago;Álex García;Carmen Maura;Alexandra Jiménez;Paula Mália;Fernando Guallar;Carlos Cuevas,,Patricia Font,Spanish (Spain) - Audio Description;Spanish (Spain) [Original],English;Spanish (Spain),Spanish;Dramas;Comedy Movies;Movies Based on Books,81031939;81215172;81111925;81046937;81425117;80233408;81059918;81043103;80988835;80141185;81276519;60033336,Spain
80197989,The Society,TVSeries,A,1 Season,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive.","From director Marc Webb (""500 Days of Summer"") and writer Christopher Keyser (""Party of Five"").",Drama,2019,2019-5-10,Dark;Suspenseful,Kathryn Newton;Gideon Adlon;Sean Berdy;Natasha Liu Bordizzo;Jacques Colimon;Olivia DeJonge;Alex Fitzalan;Kristine Froseth;José Julián;Alex MacNicoll;Toby Wallace;Rachel Keller,Christopher Keyser,,,,TV Dramas;Teen TV Shows;US TV Shows,80022632;81459931;80196382;81021245;80117470;80211686;80993062;81001036;81268316;80243706;80154610;81342553,United States
80194950,Wine Country,Movie,U/A 16+,1.7167,"When longtime friends meet up for a wine-soaked birthday getaway in Napa Valley, their perfectly planned weekend turns messier by the minute.","Starring ""SNL"" alums Amy Poehler, Maya Rudolph, Rachel Dratch, Ana Gasteyer, Paula Pell and Emily Spivey.",Comedy,2019,2019-5-10,Witty,Amy Poehler;Maya Rudolph;Ana Gasteyer;Rachel Dratch;Paula Pell;Emily Spivey;Tina Fey;Jason Schwartzman,,Amy Poehler,English - Audio Description;English [Original];Hindi,English;English,Comedy Movies;US Movies,80211623;81281320;81079259;80174897;80168234;80163052;81281864;81406319;80200642;70301647;80238203;80202920,United States
81039410,Dry Martina,Movie,A,1.65,An odd encounter with a fan and a tryst with that fan's ex-boyfriend leads a sexually adventurous singer on an escapade in Chile.,,Drama,2018,2019-5-10,Steamy;Cerebral,Antonella Costa;Patricio Contreras;Geraldine Neary;Pedro Campos;Álvaro Espinosa,,Che Sandoval,English;Spanish (Latin America) - Audio Description;Spanish (Latin America) [Original],English;English;Spanish (Latin America);Hindi,Argentinian;Dramas,81381634;81411422;952082;80239462;80098467;81026705;81337079;80121387;81261676;80037286;81049910;81033516,Argentina
81049260,Munafik 2,Movie,U/A 16+,1.7333,"Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader.","Syamsul Yusof (""KL Gangster"") writes, directs and stars in this sequel to the 2016 supernatural horror hit ""Munafik.""",Horror,2018,2019-5-1,Chilling;Scary;Dark,Syamsul Yusof;Maya Karin;Nasir Bilal Khan;Rahim Razali;Fizz Fairuz;Fauzi Nawawi;Mawi;Ku Faridah,,Syamsul Yusof,Malay - Audio Description;Malay [Original],English;Malay,Malaysian;Horror Movies,81043541;81675814;81043540;81021831;81016750;81030893;81678779;81088277;81478662;80185924;70243679;81691510,Malaysia
81080637,Knock Down The House,Movie,U/A 13+,1.45,Go behind the scenes as four determined women -- including Alexandria Ocasio-Cortez -- challenge big-money politicians in the 2018 race for Congress.,,Documentary,2019,2019-5-1,Provocative,Alexandria Ocasio-Cortez;Cori Bush;Paula Jean Swearingen;Amy Vilela,,Rachel Lears,English - Audio Description;English [Original];Hindi,English;Hindi,Documentaries;Political Documentaries;Biographical Documentaries;Social & Cultural Docs;US Movies,81122487;80114666;80192834;81439256;81406763;81657245;80216844;81130691;80206395;80117542;81304760;80091741,United States
81074135,Sarvam Thaala Mayam (Telugu Version),Movie,U/A 13+,2.1667,"An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist.","Directed by Rajiv Menon and starring G.V. Prakash Kumar, both Filmfare Awards South winners.",Drama,2018,2019-4-7,Emotional,G.V. Prakash Kumar;Nedumudi Venu;Aparna Balamurali;Divyadarshini;Vineeth;Kumaravel;Ravi Prakash;Sumesh,,Rajiv Menon,Telugu [Original],English,Dramas;Social Issue Dramas;Telugu-Language Movies,81500352;81083971;81611931;81462293;81638592;81682028;81615046;81681253;81643044;81555315;81091424;81604825,India
81034317,Unicorn Store,Movie,U/A 13+,1.5167,"After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn.","In her directing debut, Oscar winner Brie Larson stars opposite Samuel L. Jackson and rising talent Mamoudou Athie.",Comedy,2019,2019-4-5,Quirky;Heartfelt;Feel-Good,Brie Larson;Samuel L. Jackson;Joan Cusack;Bradley Whitford;Mamoudou Athie;Hamish Linklater;Martha MacIsaac;Karan Soni;Annaleigh Ashford,,Brie Larson,English - Audio Description;English [Original],English,Dramas;Comedy Movies;Independent Movies;US Movies,80147760;80097349;81426667;80117747;80216834;80174897;80182473;81060149;80168222;80202273;80171022;81281320,United States
80241474,Tijuana,TVSeries,A,1 Season,"When a prominent politician is murdered, the intrepid journalists of Frente Tijuana risk their lives to uncover the truth.","Lead actor Damián Alcázar starred in ""Narcos."" Co-creator and executive producer Daniel Posada was a producer on ""El Chapo.""",Drama,2019,2019-4-5,Provocative;Bittersweet,Damián Alcázar;Tamara Vallarta;Rolf Petersen;Claudette Maillé;Teté Espinoza;Iván Aragón;Martha Claudia Moreno;Edén Villavicencio;Carlos Corona;Giancarlo Ruiz;Mayra Batalla;Rodrigo Abed;Roberto Mateos;Anabel Ferreira;Roberto Sosa,Daniel Posada;Zayre Ferrer,,,,TV Dramas;Mexican;Crime TV Shows;Social Issue TV Dramas,80227798;81008489;80230265;80032640;81357618;80997085;70241340;80133042;80990349;81025403;81058498;80235267,Mexico
80211703,Quicksand,TVSeries,A,1 Season,"After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.",Won Best Drama of the Year and Best Actress (Hanna Ardéhn) at Sweden's Kristallen awards.,Drama,2019,2019-4-5,Psychological;Dark;Emotional,Hanna Ardéhn;Felix Sandman;William Spetz;Ella Rappich;David Dencik;Reuben Sallmander;Maria Sundbom;Rebecka Hemse;Arvid Sand;Helena af Sandeberg;Anna Björk,,,,,TV Dramas;Courtroom TV Shows;Swedish;TV Shows Based on Books;Teen TV Shows;Crime TV Shows;Scandinavian TV Shows,81218903;80240691;81394937;80201500;81481477;80153467;80123729;81039388;80200596;81392163;81152788;81043833,Scandinavia
81091423,Petta,Movie,U/A 16+,2.8167,"An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.","Led by Tamil film icon Rajinikanth, this action drama co-stars Vijay Sethupathi and Nawazuddin Siddiqui (“Sacred Games”).",Action,2019,2019-4-4,,Rajnikanth;Vijay Sethupathi;M. Sasikumar;Nawazuddin Siddiqui;Trisha Krishnan;Simran,,Karthik Subbaraj,Tamil [Original],English;Hindi,Dramas;Comedy Movies;Action & Adventure Movies;Tamil-Language Movies,81091424;81427795;81509795;81337210;81016196;27752030;81072516;80190101;81417659;81508241;81436990;81644302,India
80117560,Trolls: The Beat Goes On!,TVSeries,U/A 7+,8 Seasons,"As Queen Poppy celebrates a time of peace in Troll Village with parties, competitions and special occasions, Branch tries to be more fun-loving.","Ron Funches, who voiced the character Cooper before, returns to the role in this spin-off series.",Kids,2018,2019-4-4,Goofy,Amanda Leighton;Skylar Astin;Sean T. Krishnan;Kevin Michael Richardson;Ron Funches;Fryda Wolff;David Fynn;Sam Lerner;Kari Wahlgren;David Kaye;David Koechner,,,,,Kids' TV;TV Comedies;TV Cartoons,80185876;80117526;80048061;80121840;80049870;81145135;80233925;81218917;81489833;81719217;81063145;80146758,
81091424,Petta (Telugu Version),Movie,U/A 16+,2.8167,"An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past.","Led by Tamil film icon Rajinikanth, this action drama co-stars Vijay Sethupathi and Nawazuddin Siddiqui (“Sacred Games”).",Action,2019,2019-4-4,,Rajnikanth;Vijay Sethupathi;M. Sasikumar;Nawazuddin Siddiqui;Trisha Krishnan;Simran,,Karthik Subbaraj,Telugu [Original],English,Dramas;Comedy Movies;Action & Adventure Movies;Telugu-Language Movies,81091423;81509796;81509795;81699648;81699649;81436990;81462293;81508702;81075235;81727155;81417659;81551307,India
81067760,The Wandering Earth,Movie,U/A 16+,2.0833,A looming collision with Jupiter threatens Earth as humans search for a new star. The planet's fate now lies in the hands of a few unexpected heroes.,"This sci-fi hit is based on a short story collection by novelist Liu Cixin, who won a Hugo Award for “The Three-Body Problem.”",Sci-Fi,2019,2019-4-30,Adrenaline Rush;Bittersweet;Suspenseful,Wu Jing;Qu Chuxiao;Zhao Jinmai;Li Guangjie;Ng Mang-tat;Mike Kai Sui;Qu Jingjing;Zhang Yichi;Yang Haoyu;Arkady Sharogradsky;Hongchen Li;Lei Jiayin;Yi Yang;Zhigang Jiang;Huan Zhang,,Frant Gwo,English;Mandarin - Audio Description;Mandarin [Original],English;English;Hindi,Sci-Fi Movies;Movies Based on Books;Chinese Movies,81094067;81465109;81473627;80134431;81161230;80244645;81321986;80134721;80236421;80117456;80023689;80189853,China
70213237,Monty Python's Almost the Truth,TVSeries,U/A 16+,1 Season,"The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary.",,Documentary,2009,2019-4-30,Nostalgic;Witty,Graham Chapman;Eric Idle;John Cleese;Michael Palin;Terry Gilliam;Terry Jones,,,,,British;Biographical Documentaries;Docuseries,80236359;80989924;80213846;81315804;70118860;70118859;80236470,United Kingdom
80237311,Monty Python's Personal Best,TVSeries,U/A 16+,1 Season,Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.,,Comedy,2005,2019-4-30,Absurd;Witty;Goofy,John Cleese;Terry Gilliam;Terry Jones;Graham Chapman;Michael Palin;Eric Idle,,,,,British;TV Comedies;TV Shows Based on Real Life,70213238;771476;699257;70153373;80198950;70171942,United Kingdom
80236359,Monty Python Best Bits (mostly),TVSeries,U/A 13+,1 Season,"Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches.","Primetime Emmy-nominated Hugh Bonneville presents. Also features actors Chevy Chase, Jim Carrey and Stephen Fry.",Documentary,2014,2019-4-30,Absurd;Witty;Investigative,Hugh Bonneville;Graham Chapman;John Cleese;Terry Gilliam;Eric Idle;Terry Jones;Michael Palin,,,,,British;TV Comedies;Docuseries;Social & Cultural Docs,771476;70213238;699257;81516751;80213846;80990849;70153373;80095697;70118859,United Kingdom
81093342,Sur Sapata,Movie,U/A 16+,2.3333,A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school's championship victory.,,Drama,2019,2019-4-30,Sentimental;Inspiring,Upendra Limaye;Govind Namdeo;Sanjay Jadhav;Anand Ingale;Bharat Ganeshpure;Praveen Tarde;Chinmay Patwardhan;Jivan Karlakar,,Mangesh Kanthale,Marathi [Original],English;Hindi,Sports Movies;Dramas;Comedy Movies;Sports Dramas;Marathi-Language Movies,81033429;81281527;81281584;81078034;81281461;81602979;81281469;81281554;81281581;81281578;81281498;70139072,India
80227677,Anthony Jeselnik: Fire in the Maternity Ward,Movie,A,1.0667,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",,Comedy,2019,2019-4-30,Deadpan,Anthony Jeselnik,,Marcus Raboy,English [Original],English,Stand-Up Comedy,80043049;81478151;81414670;81619082;80187307;80223685;81457341;80225917;81635847;80189653;81605926;81714181,
80992853,Ingress: The Animation,TVSeries,U/A 16+,1 Season,"After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.","Based on the eponymous location-enabled game created by the makers of the mobile augmented reality phenomenon, Pokémon GO.",Anime,2018,2019-4-30,Suspenseful;Exciting,Yoshiki Nakajima;Reina Ueda;Shigeo Kiyama;Tarusuke Shingaki;Kohsuke Toriumi;Kentaro Tone;Hiroo Sasaki;Megumi Ogata,,,,,Sci-Fi & Fantasy Anime;Action Anime;Japanese;Anime based on a Video Game;Mystery & Thriller Anime;Anime Series,80043576;80221272;80115466;80097594;80997339;80992787;80161848;81050064;80103318;80180849;80200027;81281344,Japan
81087764,Possessed,TVSeries,U/A 16+,1 Season,A reluctant clairvoyant joins forces with a brusque police detective hiding a soft heart to help him solve criminal cases using her psychic abilities.,,Thriller,2019,2019-4-3,Chilling;Dark;Suspenseful,Song Sae-byeok;Go Joon-hee;Youn Jung-hoon;Jo Han-sun;Lee Won-jong;Park Jin-woo;Kwon Hyuk-hyun;Park Sang-min,,,,,TV Dramas;Korean;Crime TV Shows;TV Thrillers;Fantasy TV Shows,81556894;81609084;81551869;81264882;81483462;81628920;81357304;81503460;81486374;81568217;80187302;80214405,South Korea
81026008,Ricardo Quevedo: Los amargados somos más,Movie,A,0.9667,"From how social media can ruin relationships to the perils of buying a gift for a woman, comic Ricardo Quevedo dissects life's trials and tribulations.",,Comedy,2019,2019-4-3,Witty,Ricardo Quevedo,,Fernando Ayllón,Spanish (Latin America) [Original],English;Spanish (Latin America);Hindi,Colombian;Stand-Up Comedy,81446278;80192062;81454281;81026007;81580505;80194946;81206241;80192136;81006826;80124725;81211965;80183197,Colombia
81062674,Suzzanna: Buried Alive,Movie,A,2.0833,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.","Director Rocky Soraya (""The 3rd Eye"") pays homage to the 1981 horror classic ""Sundelbolong"" starring scream queen Suzzanna.",Horror,2018,2019-4-3,Chilling;Scary;Suspenseful,Luna Maya;Herjunot Ali;Teuku Rifnu Wikana;Verdi Solaiman;Alex Abbad,,Rocky Soraya;Anggy Umbara,Indonesian - Audio Description;Indonesian [Original],English;Indonesian,Indonesian;Horror Movies,81675814;81016750;81678779;81030893;81021831;81720031;81088277;81678778;81049260;81655100;81478662;81486809,Indonesia
81050394,Hong Kong West Side Stories,TVSeries,A,1 Season,"The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.",,Drama,2018,2019-4-29,Bittersweet,Louis Cheung;Myolie Wu;Justin Cheung;Brian Chan;Raymond Chiu;Fish Liew;Lee Sheung Ching;Kaki Sham;Gregory Wong;Thor Lok,,,,,TV Dramas;Hong Kong;TV Shows Based on Books;TV Comedies;Chinese TV Shows,81030200;81144516;81405587;70126809;81716080;81029737;81697983;70295741;70026792;70285697;70001550;70080481,China
81029737,A Home with A View,Movie,U/A 16+,1.5167,"When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down.",,Comedy,2019,2019-4-29,Offbeat,Francis Ng Chun-yu;Louis Koo;Anita Yuen;Cheung Tat-ming;Jocelyn Choi;Ng Siu-hin;Lam Suet;Anthony Wong Chau-sang;Lo Hoi-pang,,Herman Yau,Cantonese [Original],English,Hong Kong;Movies based on a Play;Comedy Movies;Chinese Movies,81036524;70126809;81029844;81030200;70285697;81030198;70014531;81050394;80127645;80014962;374329;70026792,China
80244996,Street Food: Asia,TVSeries,U/A 7+,1 Season,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,,Documentary,2019,2019-4-26,Relaxing;Intimate,,,,,,Food & Travel TV;Docuseries;Social & Cultural Docs;US TV Shows,81249665;81249660;80991060;81134160;81460481;81106901;81467099;81292981;80146601;81214929;80102162;81686705,United States
80210361,Chambers,TVSeries,A,1 Season,"Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death.","Oscar nominee Uma Thurman stars opposite Tony Goldwyn (""Scandal"") and Sivan Alyra Rose.",Horror,2019,2019-4-26,Chilling;Ominous;Psychological,Sivan Alyra Rose;Uma Thurman;Tony Goldwyn;Marcus LaVoi;Nicholas Galitzine;Kyanna Simone Simpson;Griffin Powell-Arcand;Lilli Kay;Sarah Mezzanotte;Lilliya Scarlett Reid,Leah Rachel,,,,Teen TV Shows;TV Mysteries;US TV Shows;Horror TV Serials,80241472;81037850;80222802;80108495;81068755;80213445;81083626;80176219;81152779;80195378;80189221;81112336,United States
81076251,Money Trap,Movie,U/A 13+,2.0167,"When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.","Starring Yılmaz Erdoğan (""Vizontele"") and Kıvanç Tatlıtuğ (""The Butterfly's Dream""), who's cast against type as Saruhan.",Comedy,2019,2019-4-26,,Yılmaz Erdoğan;Kıvanç Tatlıtuğ;Ezgi Mola;Bensu Soral;Rıza Kocaoğlu;Okan Çabalar;Güven Kıraç;Ahmet Mümtaz Taylan,,Yılmaz Erdoğan,English;Turkish - Audio Description;Turkish [Original],English;English;Turkish,Turkish;Dramas;Comedy Movies,81316610;80134516;81490764;81222770;81634808;81622665;81080697;81446739;80134420;81610274;81347771;81586657,Turkey
80191049,ReMastered: Devil at the Crossroads,Movie,U/A 13+,0.8,"Cloaked in mystery, bluesman Robert Johnson left his mark on American music. Now family, critics and famous fans look for the real man behind the music.","Keith Richards, Taj Mahal, Keb’ Mo’ and Bonnie Raitt, among others, weigh in on the Delta bluesman's musical impact.",Documentary,2019,2019-4-26,Investigative,,,Brian Oakes,English - Audio Description;English [Original],English,Music;Documentaries;Historical Documentaries;Biographical Documentaries;Social & Cultural Docs;US Movies,80066798;80191047;80174429;80221016;80191051;80227122;70308063;80102952;81280924;80232329;80191045;81562530,United States
81066244,Aurora,Movie,U/A 16+,1.6333,A fatal shipwreck spurs an islander innkeeper and her sister to recover the missing victims' bodies -- until the dead come seeking shelter themselves.,"This spooky seaside thriller won multiple awards at the 2018 Metro Manila Film Festival, including Second Best Picture.",Horror,2018,2019-4-25,Chilling;Scary;Dark,Anne Curtis;Phoebe Villamor;Mercedes Cabral;Allan Paule;Andrea Del Rosario;Marco Gumabao;Arnold Reyes;Ricardo Cepeda;Ruby Ruiz;Sue Prado,,Yam Laranas,Filipino - Audio Description;Filipino [Original],English;Filipino,Filipino;Horror Movies,81028404;70262639;81510752;80198645;81282019;81577428;70215455;81641219;81486809;70084793;70305901;81217344,Philippines
80992501,Loving is Losing,Movie,A,1.5167,"When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love.",,Comedy,2019,2019-4-25,Goofy;Romantic,Ricardo Quevedo;Liss Pereira;Iván Marín;Lorna Cepeda;Carolina Sarmiento;Linda Baldrich;Joavany Álvarez;María Cecilia Botero;Rocío Tavera;Bruno Díaz,,Fernando Ayllón,Spanish (Latin America) [Original],English;Spanish (Latin America),Colombian;Romantic Comedies;Comedy Movies;Romantic Movies,81091382;81091381;81211965;81142851;81446739;81586657;81218917;70267242;81398899;70087535;81276519;80104199,Colombia
81093925,Njan Prakashan,Movie,U/A 7+,2.0833,"Pining for a lavish life abroad, a lazy but lovable guy next door crafts a scam to avoid a career in nursing and find a wealthy spouse to secure a visa.",,Comedy,2018,2019-4-25,,Fahadh Faasil;Sreenivasan;Nikhila Vimal;Devika Sanjay;Anju Kurian;K.P.A.C. Lalitha,,Sathyan Anthikad,Malayalam [Original],English,Malayalam-Language Movies;Dramas;Comedy Movies,81273582;81354207;81680667;81013200;81477034;80182447;81680655;81147274;81497215;81612627;81508742;81332317,India
80133769,Gantz,TVSeries,A,2 Seasons,"After their deaths, two teens are transported to an apartment with an ominous black sphere and must participate in a gory alien-hunting ""game.""",,Anime,2004,2019-4-24,Violent,Daisuke Namikawa;Masashi Osato;Hitomi Nabatame;Masahito Yabe;Mie Sonozaki,,,,,Sci-Fi & Fantasy Anime;Action Anime;Japanese;Anime Series;Seinen Anime;TV Shows Based on Manga,80149259;80115466;81001991;80987064;81418302;80174608;80191008;81409869;81054853;80243876;80200575;81037868,Japan
70202899,Trigun,TVSeries,U/A 16+,1 Season,"An outlaw named Vash the Stampede, who has a massive price on his head, wanders from town to town on a deserted planet that resembles the Wild West.",,Anime,1998,2019-4-24,Goofy;Exciting,Masaya Onosaka;Hiromi Tsuru;Satsuki Yukino;Aya Hisakawa;Sho Hayami;Toru Furusawa;Toshihiko Seki,,,,,Sci-Fi & Fantasy Anime;Action Anime;Japanese;Anime Series;TV Shows Based on Manga,80001305;80243876;81033445;81050064;81005375;81409869;81054853;80988066;80179831;80095241;81249833;81281344,Japan
81004814,BONDING,TVSeries,A,2 Seasons,A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,"Based on creator Rightor Doyle's real-life experiences, this short-form comedy won an Audience Award at Outfest LA.",Comedy,2019,2019-4-24,Raunchy;Witty;Heartfelt,Zoe Levin;Brendan Scannell;Micah Stock;Theo Stockman;Nana Mensah;Alex Hurt;D'Arcy Carden;Gabrielle Ryan;Charles Gould,Rightor Doyle,,,,TV Dramas;TV Comedies;US TV Shows,81314328;81149112;81070890;80095699;81312809;81140470;81508217;81578318;81092909;80171023;81472752;81248072,United States
80986854,I Think You Should Leave with Tim Robinson,TVSeries,A,3 Seasons,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,Star and co-creator Tim Robinson won an Emmy for this critically beloved and profoundly quotable cult hit comedy series.,Comedy,2019,2019-4-23,Absurd;Offbeat,Tim Robinson;Andy Samberg;Sam Richardson;Will Forte;Fred Willard;Cecily Strong;Tim Heidecker;Kate Berlant;Patti Harrison;Conner O'Malley,Tim Robinson;Zach Kanin,,,,TV Comedies;US TV Shows,80073289;80243600;81516751;81193104;81635847;70155589;81009617;70153385;80049065;81087498;81619082;70136120,United States
